candidate_type,score,scene,MMSI,Name,evidence,figure_path,vv_patch_path,vh_patch_path
spoofing,1.0,S1A_IW_GRDH_1SDV_20260310T204549_20260310T204614_063570_07FD3D_53D6,525007349,BARUTAMA 01,SAR-AIS distance 59.21 km with time gap 0.24 h; wide SAR-AIS distance 59.21 km with time gap 0.24 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\187_spoofing_525007349_4_063570_07FD3D_53D6.png,new\Patch_RGB\Fishing112_Fishing_x4218_y7605.png,new\Patch_RGB\Fishing112_Fishing_x4218_y7605_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260310T204549_20260310T204614_063570_07FD3D_53D6,525010133,KMP NAPAN WAINAMI,SAR-AIS distance 101.36 km with time gap 0.24 h; wide SAR-AIS distance 101.36 km with time gap 0.24 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\188_spoofing_525010133_4_063570_07FD3D_53D6.png,new\Patch_RGB\Passenger_x20766_y8905_vv.png,new\Patch_RGB\Passenger_x20766_y8905_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260312T112459_20260312T112524_063593_07FE1B_AAE9,525016724,KMP KUNDUR,SAR-AIS distance 135.75 km with time gap 0.42 h; wide SAR-AIS distance 135.75 km with time gap 0.42 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\189_spoofing_525016724_4_063593_07FE1B_AAE9.png,new\Patch_RGB\Passenger_x23610_y7379_vv.png,new\Patch_RGB\Passenger_x23610_y7379_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260312T112524_20260312T112549_063593_07FE1B_C840,525015053,KMP.TELUK SINGKIL,SAR-AIS distance 58.59 km with time gap 0.42 h; wide SAR-AIS distance 58.59 km with time gap 0.42 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\190_spoofing_525015053_9_063593_07FE1B_C840.png,new\Patch_RGB\Passenger_x15796_y12270_vv.png,new\Patch_RGB\Passenger_x15796_y12270_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260312T112524_20260312T112549_063593_07FE1B_C840,525110112,KM.TRIANIS V,SAR-AIS distance 60.51 km with time gap 0.42 h; wide SAR-AIS distance 60.51 km with time gap 0.42 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\191_spoofing_525110112_9_063593_07FE1B_C840.png,new\Patch_RGB\Fishing112_Fishing_x25380_y12470.png,new\Patch_RGB\Fishing112_Fishing_x25380_y12470_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260313T102640_20260313T102705_063607_07FEA8_C2FA,440099000,GLOBAL TALENT,SAR-AIS distance 140.67 km with time gap 0.44 h; wide SAR-AIS distance 140.67 km with time gap 0.44 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\192_spoofing_440099000_5_063607_07FEA8_C2FA.png,new\Patch_RGB\Fishing112_Fishing_x14567_y8953.png,new\Patch_RGB\Fishing112_Fishing_x14567_y8953_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260313T102640_20260313T102705_063607_07FEA8_C2FA,525015383,KM DHARMA FERRY 3,SAR-AIS distance 56.55 km with time gap 0.44 h; wide SAR-AIS distance 56.55 km with time gap 0.44 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\193_spoofing_525015383_5_063607_07FEA8_C2FA.png,new\Patch_RGB\Passenger_x11877_y19095_vv.png,new\Patch_RGB\Passenger_x11877_y19095_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260313T211004_20260313T211029_063614_07FEE6_5BFD,525005031,KM.SINABUNG,SAR-AIS distance 55.74 km with time gap 0.17 h; wide SAR-AIS distance 55.74 km with time gap 0.17 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\194_spoofing_525005031_9_063614_07FEE6_5BFD.png,new\Patch_RGB\Passenger_x20844_y9074_vv.png,new\Patch_RGB\Passenger_x20844_y9074_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260314T092920_20260314T092945_063621_07FF2B_2822,525007349,BARUTAMA 01,SAR-AIS distance 60.07 km with time gap 0.49 h; wide SAR-AIS distance 60.07 km with time gap 0.49 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\195_spoofing_525007349_5_063621_07FF2B_2822.png,new\Patch_RGB\Fishing112_Fishing_x20089_y15046.png,new\Patch_RGB\Fishing112_Fishing_x20089_y15046_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260314T201514_20260314T201539_063628_07FF6E_9EB9,525005891,HASIL MELIMPAH I,SAR-AIS distance 21.39 km with time gap 0.75 h; wide SAR-AIS distance 21.39 km with time gap 0.75 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\196_spoofing_525005891_9_063628_07FF6E_9EB9.png,new\Patch_RGB\Fishing112_Fishing_x8035_y2903.png,new\Patch_RGB\Fishing112_Fishing_x8035_y2903_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260314T215132_20260314T215157_063629_07FF74_1EEF,525005030,KM.LAMBELU,SAR-AIS distance 22.66 km with time gap 0.14 h; wide SAR-AIS distance 22.66 km with time gap 0.14 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\197_spoofing_525005030_7_063629_07FF74_1EEF.png,new\Patch_RGB\Passenger_x7273_y5762_vv.png,new\Patch_RGB\Passenger_x7273_y5762_vh.png
spoofing,0.9897,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,525113041,TANTO SETUJU,SAR-AIS distance 18.19 km with time gap 0.26 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\198_spoofing_525113041_8_063031_07E8E6_4D01.png,new\Patch_RGB\Cargo_x22881_y15008.png,new\Patch_RGB\Cargo_x22881_y15008_vh.png
spoofing,0.9893,S1A_IW_GRDH_1SDV_20260204T220905_20260204T220930_063075_07EA7C_1906,525005256,DHARMA RUCITRA 1,SAR-AIS distance 18.18 km with time gap 0.15 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\199_spoofing_525005256_0_063075_07EA7C_1906.png,new\Patch_RGB\Passenger_x16034_y19180_vv.png,new\Patch_RGB\Passenger_x16034_y19180_vh.png
spoofing,0.978,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,525125012,MERATUS LEMBATA,SAR-AIS distance 17.84 km with time gap 0.26 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\200_spoofing_525125012_8_063031_07E8E6_4D01.png,new\Patch_RGB\Cargo_x18406_y12416.png,new\Patch_RGB\Cargo_x18406_y12416_vh.png
spoofing,0.9721,S1A_IW_GRDH_1SDV_20260209T203809_20260209T203834_063147_07ED35_43A2,525113006,MV TANTO SELALU,SAR-AIS distance 17.66 km with time gap 0.36 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\201_spoofing_525113006_4_063147_07ED35_43A2.png,new\Patch_RGB\Cargo_x21532_y14849.png,new\Patch_RGB\Cargo_x21532_y14849_vh.png
spoofing,0.9713,S1A_IW_GRDH_1SDV_20260208T105032_20260208T105058_063126_07EC76_8C3E,525005256,DHARMA RUCITRA 1,SAR-AIS distance 17.64 km with time gap 0.16 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\202_spoofing_525005256_8_063126_07EC76_8C3E.png,new\Patch_RGB\Passenger_x15083_y15340_vv.png,new\Patch_RGB\Passenger_x15083_y15340_vh.png
spoofing,0.9705,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,477424800,OCEAN DALIAN,SAR-AIS distance 17.62 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\203_spoofing_477424800_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x4047_y4712.png,new\Patch_RGB\Cargo_x4047_y4712_vh.png
spoofing,0.9649,S1A_IW_GRDH_1SDV_20260207T223305_20260207T223330_063119_07EC28_AC9D,525019593,KM FAJAR BAHARI II,SAR-AIS distance 17.45 km with time gap 0.45 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\204_spoofing_525019593_0_063119_07EC28_AC9D.png,new\Patch_RGB\Cargo_x18192_y3828_vv.png,new\Patch_RGB\Cargo_x18192_y3828_vh.png
spoofing,0.9633,S1A_IW_GRDH_1SDV_20260211T093554_20260211T093623_063169_07EDFC_8F14,525121037,MTSNICOLEEN,SAR-AIS distance 17.40 km with time gap 0.40 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\205_spoofing_525121037_3_063169_07EDFC_8F14.png,new\Patch_RGB\Cargo_x15991_y6432.png,new\Patch_RGB\Cargo_x15991_y6432_vh.png
spoofing,0.9519,S1A_IW_GRDH_1SDV_20260201T214258_20260201T214323_063031_07E8E6_6469,525019381,MV TASIK MAS,SAR-AIS distance 17.06 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\206_spoofing_525019381_3_063031_07E8E6_6469.png,new\Patch_RGB\Cargo_x9008_y8186.png,new\Patch_RGB\Cargo_x9008_y8186_vh.png
spoofing,0.9495,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,525114127,IMS BALI,SAR-AIS distance 16.98 km with time gap 0.26 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\207_spoofing_525114127_8_063031_07E8E6_4D01.png,new\Patch_RGB\Cargo_x6167_y5303.png,new\Patch_RGB\Cargo_x6167_y5303_vh.png
spoofing,0.9415,S1A_IW_GRDH_1SDV_20260210T211806_20260210T211831_063162_07EDB8_0C98,525006286,MT.CAHAYA MULYA 88,SAR-AIS distance 16.75 km with time gap 0.70 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\208_spoofing_525006286_1_063162_07EDB8_0C98.png,new\Patch_RGB\Cargo_x24562_y11771.png,new\Patch_RGB\Cargo_x24562_y11771_vh.png
spoofing,0.9317,S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A,352425000,NAVIOS BONHEUR,SAR-AIS distance 16.45 km with time gap 0.27 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\209_spoofing_352425000_3_063031_07E8E6_AD4A.png,new\Patch_RGB\Cargo_x6348_y2022.png,new\Patch_RGB\Cargo_x6348_y2022_vh.png
spoofing,0.9171,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,525601345,MV LOMBOK STRAIT,SAR-AIS distance 16.01 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\210_spoofing_525601345_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x8404_y13948.png,new\Patch_RGB\Cargo_x8404_y13948_vh.png
spoofing,0.9129,S1A_IW_GRDH_1SDV_20260213T214347_20260213T214412_063206_07EF64_F820,525005045,KM.EGON,SAR-AIS distance 15.89 km with time gap 0.27 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\211_spoofing_525005045_2_063206_07EF64_F820.png,new\Patch_RGB\Passenger_x10317_y6333_vv.png,new\Patch_RGB\Passenger_x10317_y6333_vh.png
spoofing,0.9117,S1A_IW_GRDH_1SDV_20260205T211055_20260205T211120_063089_07EB08_0B7F,525125012,MERATUS LEMBATA,SAR-AIS distance 15.85 km with time gap 1.18 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\212_spoofing_525125012_0_063089_07EB08_0B7F.png,new\Patch_RGB\Cargo_x9910_y10873.png,new\Patch_RGB\Cargo_x9910_y10873_vh.png
spoofing,0.9022,S1A_IW_GRDH_1SDV_20260202T100046_20260202T100111_063038_07E928_DAEB,477147400,IPANEMA BEACH,SAR-AIS distance 15.57 km with time gap 0.01 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\213_spoofing_477147400_1_063038_07E928_DAEB.png,new\Patch_RGB\Cargo_x22967_y6387.png,new\Patch_RGB\Cargo_x22967_y6387_vh.png
spoofing,0.8991,S1A_IW_GRDH_1SDV_20260203T090444_20260203T090512_063052_07E9AC_B725,525016550,TANTO PERMAI,SAR-AIS distance 15.47 km with time gap 0.08 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\214_spoofing_525016550_2_063052_07E9AC_B725.png,new\Patch_RGB\Cargo_x15153_y13262.png,new\Patch_RGB\Cargo_x15153_y13262_vh.png
spoofing,0.8956,S1A_IW_GRDH_1SDV_20260212T101616_20260212T101645_063184_07EE91_B095,525101263,GARDA MARITIM 3,SAR-AIS distance 15.37 km with time gap 0.73 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\215_spoofing_525101263_5_063184_07EE91_B095.png,new\Patch_RGB\Passenger_x26231_y9091_vv.png,new\Patch_RGB\Passenger_x26231_y9091_vh.png
spoofing,0.8916,S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC,525401537,HAIDA,SAR-AIS distance 15.25 km with time gap 0.15 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\216_spoofing_525401537_9_063250_07F107_A8AC.png,new\Patch_RGB\Cargo_x19474_y13279_vv.png,new\Patch_RGB\Cargo_x19474_y13279_vh.png
spoofing,0.8818,S1A_IW_GRDH_1SDV_20260218T092801_20260218T092830_063271_07F1D8_845F,525016285,LOBSTER,SAR-AIS distance 14.95 km with time gap 0.47 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\217_spoofing_525016285_0_063271_07F1D8_845F.png,new\Patch_RGB\Passenger_x18600_y8050_vv.png,new\Patch_RGB\Passenger_x18600_y8050_vh.png
spoofing,0.8801,S1A_IW_GRDH_1SDV_20260208T213336_20260208T213401_063133_07ECB4_C20A,357007000,CHANG LONG,SAR-AIS distance 14.90 km with time gap 0.44 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\218_spoofing_357007000_1_063133_07ECB4_C20A.png,new\Patch_RGB\Cargo_x12821_y12641.png,new\Patch_RGB\Cargo_x12821_y12641_vh.png
spoofing,0.8785,S1A_IW_GRDH_1SDV_20260208T213606_20260208T213631_063133_07ECB4_A064,525201122,KMP TAKABONERATE,SAR-AIS distance 14.86 km with time gap 0.40 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\219_spoofing_525201122_1_063133_07ECB4_A064.png,new\Patch_RGB\Passenger_x11082_y10349_vv.png,new\Patch_RGB\Passenger_x11082_y10349_vh.png
